name,spec,price,link
"Spacious apartment to let, Maubec - CO004305","Bedrooms 2, Sleeps 6",£875 to £1100 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/CO004305/index.htm
Holiday rental gite close to Buais Normandy - NM001573,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£390 to £490 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM001573/index.htm
"Lark Rise, Farmhouse with Pool, Deux Sevres - PS002904_A","Bedrooms 4, Sleeps 11",£1025 to £1895 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS002904_A/index.htm
Holiday gite to let in rural Normandy - NO004722,"Bedrooms 2, Sleeps 6, Ratings 2 9.6/10",£595 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NO004722/index.htm
Cottage for holiday let inBrittany - BM004184,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£399 to £650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM004184/index.htm
"Luxury barn with pool to let, rural Brittany - BN003804","Bedrooms 2, Sleeps 4, Ratings 2 9.7/10",£375 to £1000 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN003804/index.htm
Family holiday villa with pool near Bergerac - AD006422,"Bedrooms 6, Sleeps 15, Ratings 2 9.9/10",£1300 to £2604 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006422/index.htm
Chateau to let in parkland in Aquitaine - AT004441,"Bedrooms 5, Sleeps 20",£1500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT004441/index.htm
"Holiday gite with pool and hot tub, Languedoc - RA005169","Bedrooms 3, Sleeps 6, Ratings 1 10/10",£630 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA005169/index.htm
Large holiday let in rural Normandy - NM005390,"Bedrooms 6, Sleeps 12, Ratings 1 10/10",£1100 to £1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM005390/index.htm
"Large holiday gite with pool, rural Aquitaine - AT006034_A","Bedrooms 6, Sleeps 12, Ratings 1 10/10",£450 to £2100 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006034_A/index.htm
"Spacious holiday gite, shared pool, near Auch - MG006559","Bedrooms 2, Sleeps 4",£560 to £845 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MG006559/index.htm
Villa to let with heated pool In the Vendee - LV007651,"Bedrooms 4, Sleeps 8",£700 to £1500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV007651/index.htm
Gite with shared pool Loire Valley - VI003422_C,"Bedrooms 2, Sleeps 4",£320 to £979 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VI003422_C/index.htm
Gite to let in beautiful Poitou Charentes - PC007074,"Bedrooms 1, Sleeps 2, Ratings 1 10/10",£350 to £455 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC007074/index.htm
"La Chaumiere, holiday home to let Ploerdut - BM001005_C","Bedrooms 3, Sleeps 7",£820 to £972 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM001005_C/index.htm
"16thC house to let, Dordogne - AD007742","Bedrooms 2, Sleeps 4",£1197 to £1505 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007742/index.htm
Lovely cottage to let on a island in Normandy - NO001378_B,"Bedrooms 1, Sleeps 2",£700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NO001378_B/index.htm
"Stone Farmhouse, shared pool in Cotes d'Armor - BN003487_B","Bedrooms 4, Sleeps 10",£600 to £1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN003487_B/index.htm
"Mobile home for 6 in rural Normandy, Calvados - NC004955","Bedrooms 2, Sleeps 6, Ratings 1 9/10",£130 to £720 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NC004955/index.htm
Private holiday cottage & pool in Aquitaine - AT006649,"Bedrooms 3, Sleeps 6, Ratings 2 9.8/10",£650 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006649/index.htm
Beautiful house with private pool nr Beziers - RH006647,"Bedrooms 4, Sleeps 8, Ratings 2 8.9/10",£2065 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RH006647/index.htm
Self catering holiday rental nr Bergerac - AT003609,"Bedrooms 10, Sleeps 24",£2715 to £4735 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT003609/index.htm
"Two Bed Holiday Gite to let, Cantal Auvergne - OC006038","Bedrooms 2, Sleeps 4, Ratings 1 10/10",£675 to £1500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/OC006038/index.htm
Family gite with pool for holidays in Brossac - PC004917,"Bedrooms 3, Sleeps 10",£582 to £1500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC004917/index.htm
Holiday gite for let in Brittany - BN003065,"Bedrooms 1, Sleeps 3, Ratings 1 10/10",£310 to £760 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN003065/index.htm
Holiday cottage with pool in Brittany - BM005480,"Bedrooms 3, Sleeps 7, Ratings 5 9.6/10",£1050 to £1680 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM005480/index.htm
"Holiday let with shared pool, rural Normandy - NC005111","Bedrooms 1, Sleeps 2, Ratings 11 10/10",£509 to £559 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NC005111/index.htm
Holiday gite set in Dordogne Vineyard - AD006949,"Bedrooms 2, Sleeps 4, Ratings 3 9.9/10",£340 to £530 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006949/index.htm
Mobile home for rent in the Vendee - LV003979,"Bedrooms 2, Sleeps 6, Ratings 4 10/10",£245 to £455 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV003979/index.htm
"Farmhouse to let with pool & lake, Aquitaine - AD007737","Bedrooms 5, Sleeps 10",£1850 to £2500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007737/index.htm
Small cottage to let near Bagnoles de l'Orne - NO004401,"Bedrooms 1, Sleeps 2",£280 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NO004401/index.htm
"Tranquil Farmhouse to let Plounerin, Brittany - BN006332","Bedrooms 4, Sleeps 8",£650 to £1460 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN006332/index.htm
Family friendly house to let near Saumur - PV006240,"Bedrooms 2, Sleeps 4, Ratings 2 9.4/10",£735 to £925 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV006240/index.htm
Modern house for holiday rental Vendee - LV002966,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£695 to £995 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV002966/index.htm
Lovely Gite to let with heated pool in Vendee - LV007525,"Bedrooms 3, Sleeps 6",£637 to £1146 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV007525/index.htm
"Holiday Gite & shared pool, nr beach, Vendee - LV006466","Bedrooms 1, Sleeps 3",£465 to £760 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV006466/index.htm
"Lovely disabled-friendly gite to let, Vienne - PV006790","Bedrooms 5, Sleeps 10",£560 to £735 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV006790/index.htm
Dordogne holiday chalet with pool + fishing - AD004261,"Bedrooms 1, Sleeps 4, Ratings 6 9.8/10",£260 to £290 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004261/index.htm
Holiday let for 2 in rural Vendée - LV003913,"Bedrooms 1, Sleeps 2",£545 to £690 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV003913/index.htm
Stone cottage for holiday rental in Languedoc - RA003855,"Bedrooms 3, Sleeps 6",£500 to £600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA003855/index.htm
Traditional holiday gite in Brittany - BM002941,"Bedrooms 4, Sleeps 8, Ratings 4 10/10",£550 to £1460 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM002941/index.htm
"Holiday let with pool, Charente Maritime - PM002756_C","Bedrooms 2, Sleeps 6, Ratings 1 10/10",£650 to £1160 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM002756_C/index.htm
"Holiday complex, pool and bar near Lamballe - BN002848_A","Bedrooms 4, Sleeps 8",€1500 to €2600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN002848_A/index.htm
Rural watermill to let in Dordogne village - AD004466_A,"Bedrooms 3, Sleeps 6, Ratings 2 9.6/10",€808 to €1156 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004466_A/index.htm
"Three bedroom holiday cottage, Charente - PC007628","Bedrooms 3, Sleeps 6",£500 to £900 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC007628/index.htm
"Holiday Let, heated pool near Dordogne border - ML005423","Bedrooms 3, Sleeps 7, Ratings 11 9.7/10",£950 to £1710 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/ML005423/index.htm
"Holiday cottage with shared pool, Brittany - BF006362","Bedrooms 2, Sleeps 6, Ratings 5 9.5/10",£462 to £765 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF006362/index.htm
Large Vendée holiday let with heated pools - LV005293,"Bedrooms 5, Sleeps 11, Ratings 3 9.1/10",£1150 to £2150 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV005293/index.htm
Villa in Languedoc for holiday rental - RA004774,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£1000 to £2600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA004774/index.htm
Holiday gite with private pool near Agen - AT006447,"Bedrooms 2, Sleeps 4, Ratings 2 9.4/10",£760 to £1005 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT006447/index.htm
Gite complex in Lussais village with pool - PS004520_B,"Bedrooms 3, Sleeps 8, Ratings 3 9.6/10",£465 to £1350 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PS004520_B/index.htm
Apartment with pool to let in La Rochelle - PM005825,"Bedrooms 1, Sleeps 4, Ratings 1 10/10",£500 to £580 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM005825/index.htm
Modern stone holiday cottage to let Charente - PC007207,"Bedrooms 2, Sleeps 4, Ratings 1 9.5/10",£1600 to £1800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC007207/index.htm
Lovely gite to let on complex in Charente - PC005866,"Bedrooms 3, Sleeps 8",£560 to £1540 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC005866/index.htm
Gite with shared pool in Languedoc - RA005531,"Bedrooms 3, Sleeps 6",£490 to £700 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA005531/index.htm
Holiday gite to let in Brittany - BN002919_D,"Bedrooms 11, Sleeps 24, Ratings 2 9.3/10",€515 to €1580 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN002919_D/index.htm
"Beautiful farmhouse with private pool, Indre - VE005673","Bedrooms 3, Sleeps 6, Ratings 1 9.8/10",£900 to £1325 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VE005673/index.htm
Holiday gite in rural Normandy Manche - NM006007,"Bedrooms 3, Sleeps 6",£490 to £730 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM006007/index.htm
Holiday accommodation to rent in Bannalec - BF001457_A,"Bedrooms 2, Sleeps 4",£310 to £465 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF001457_A/index.htm
"Luxury villa, heated pool & hot tub, Dordogne - AD005644","Bedrooms 6, Sleeps 14, Ratings 7 10/10",£1500 to £6000 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD005644/index.htm
Riverside property to rent in Perigord Vert - AD003909,"Bedrooms 3, Sleeps 6, Ratings 20 9.9/10",£550 to £830 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD003909/index.htm
Holiday House to let in Les Rosiers nr Saumur - LL006626,"Bedrooms 3, Sleeps 6",£750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LL006626/index.htm
Character gite for holiday let Lot et Garonne - AT003736,"Bedrooms 2, Sleeps 5, Ratings 1 10/10",£380 to £595 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT003736/index.htm
Holiday accommodation plus pool in Argol - BF001630_B,"Bedrooms 4, Sleeps 8, Ratings 2 10/10",€1550 to €2350 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF001630_B/index.htm
Holiday gite for let in Brittany - BM005177_C,"Bedrooms 3, Sleeps 6, Ratings 8 9.8/10",£500 to £1000 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM005177_C/index.htm
"Les Etables rental nr Pons, Charente Maritime - PM001976_B","Bedrooms 6, Sleeps 12",€1750 to €3350 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PM001976_B/index.htm
Holiday Gite with private pool in Vendee - LV006067,"Bedrooms 2, Sleeps 4, Ratings 1 10/10",£450 to £950 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV006067/index.htm
"Peaceful Cottage to let Pounerin, Brittany - BN006391","Bedrooms 2, Sleeps 5, Ratings 1 10/10",£400 to £750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN006391/index.htm
"Large holiday character gite, rural Normandy - NM006440","Bedrooms 6, Sleeps 12",€1200 to €1500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM006440/index.htm
"Luxury villa with heated pool, Montouliers - RH006527","Bedrooms 6, Sleeps 12",£2995 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RH006527/index.htm
Farmhouse/gites/B&B rental Plestin Les Greves - BN006757,"Bedrooms 1, Sleeps 4",£440 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN006757/index.htm
Gite in the Aude Valley for holiday let - RA005203,"Bedrooms 1, Sleeps 2",£500 to £625 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA005203/index.htm
Holiday cottage for 6 in Ariege - MA005274,"Bedrooms 3, Sleeps 6, Ratings 1 8.7/10",£450 to £1000 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MA005274/index.htm
Holiday cottage in Barneville-Carteret - NM003243,"Bedrooms 2, Sleeps 4, Ratings 11 9.4/10",£455 to £595 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM003243/index.htm
La Pressoire holiday let near Baud Brittany - BM001973_A,"Bedrooms 11, Sleeps 24, Ratings 5 9.2/10",£945 to £1395 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM001973_A/index.htm
Lovely holiday let with a pool in Charante - PC007671,"Bedrooms 2, Sleeps 4",£655 to £850 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PC007671/index.htm
Lovely Manoir House to let in Loire Valley - LL006571,"Bedrooms 4, Sleeps 8, Ratings 2 10/10",£950 to £2500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LL006571/index.htm
Holiday gite for 6 to let in rural Normandy - NM006848,"Bedrooms 3, Sleeps 6, Ratings 8 10/10",£575 to £650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM006848/index.htm
"Holiday let in Aquitaine, nr Le Bugue - AD004807","Bedrooms 2, Sleeps 4",£450 to £795 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004807/index.htm
Cottage with shared pool in Morbihan - BM005283_B,"Bedrooms 2, Sleeps 4",£365 to £725 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM005283_B/index.htm
Holiday gite with pool in rural Dordogne - AD006199,"Bedrooms 1, Sleeps 3",£525 to £825 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006199/index.htm
"Gite & pool to let, Mialet, ideal for couples - AD006415","Bedrooms 2, Sleeps 4, Ratings 3 10/10",£600 to £1500 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006415/index.htm
Holiday cottage on North Brittany coast - BN004744,"Bedrooms 1, Sleeps 2, Ratings 1 10/10",£535 to £800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN004744/index.htm
"Characterful cottage & pool to let, Dordogne - AD007477","Bedrooms 3, Sleeps 5",€800 to €1250 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD007477/index.htm
Modern house for holiday rental Vendee - LV002966,"Bedrooms 3, Sleeps 6, Ratings 1 10/10",£695 to £995 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LV002966/index.htm
Beautiful house just a 4 minute walk to beach - NM003776,"Bedrooms 4, Sleeps 9",£665 to £883 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM003776/index.htm
Converted barn to let with pool near Poitiers - PV006203,"Bedrooms 2, Sleeps 5, Ratings 5 10/10",£560 to £840 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/PV006203/index.htm
"Newly renovated apartment to let, Brittany - BN004229","Bedrooms 1, Sleeps 2, Ratings 5 10/10",£595 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BN004229/index.htm
"Apartment to let in large grounds, pool, Aude - RA007177","Bedrooms 2, Sleeps 4",£385 to £585 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA007177/index.htm
"18thC Manor house to let, pool, Languedoc - RA006143","Bedrooms 4, Sleeps 8, Ratings 1 9/10",£1700 to £2800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RA006143/index.htm
Holiday gite with pool in peaceful Aquitaine - AD006883,"Bedrooms 3, Sleeps 6",£600 to £1400 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006883/index.htm
Villa to let in Pezenas - RH004957,"Bedrooms 2, Sleeps 5, Ratings 2 10/10",£530 to £750 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/RH004957/index.htm
Holiday let with heated pool in Aquitaine - AT004766,"Bedrooms 3, Sleeps 8, Ratings 3 9.8/10",£800 to £1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AT004766/index.htm
Beautiful self catering holiday home nr Gers - MG003955,"Bedrooms 3, Sleeps 8",£650 to £1150 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/MG003955/index.htm
Apartment in centre of Dinard for rental - BI005529,"Bedrooms 1, Sleeps 2",£525 to £575 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BI005529/index.htm
Holiday Gites to let in rural Brittany - BM006042,"Bedrooms 2, Sleeps 5, Ratings 7 10/10",£450 to £600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM006042/index.htm
Rural watermill to let in Dordogne village - AD004466_B,"Bedrooms 3, Sleeps 6, Ratings 2 10/10",€808 to €1156 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD004466_B/index.htm
Beautiful cottage to let in scenic Burgundy - GC007558,"Bedrooms 2, Sleeps 4",£550 to £650 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/GC007558/index.htm
La Ferme holiday home to let Ploerdut - BM001005_E,"Bedrooms 3, Sleeps 12",£942 to £1035 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BM001005_E/index.htm
"Holiday gite with pool, Limousin - US007579","Bedrooms 3, Sleeps 6",£1505 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/US007579/index.htm
Holiday gite with pool in rural Normandy - NM005928,"Bedrooms 3, Sleeps 8, Ratings 2 10/10",£770 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM005928/index.htm
Small cottage to let near Bagnoles de l'Orne - NO004401,"Bedrooms 1, Sleeps 2",£280 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NO004401/index.htm
Holiday accommodation plus pool in Argol - BF001630_E,"Bedrooms 3, Sleeps 6, Ratings 2 9.7/10",€1200 to €1800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/BF001630_E/index.htm
Large guesthouse to let near Laval - LM005259,"Bedrooms 4, Sleeps 10",£1100 to £1600 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/LM005259/index.htm
Unique holiday gite in the Dordogne - AD006227,"Bedrooms 2, Sleeps 5",£390 to £890 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/AD006227/index.htm
"Holiday cottage, heated pool, Loire Valley - VI005842","Bedrooms 4, Sleeps 9, Ratings 4 10/10",£1800 to £2800 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/VI005842/index.htm
Holiday cottage with pool in Normandy village - NM005349,"Bedrooms 3, Sleeps 5, Ratings 3 9.8/10",£520 to £875 pw,https://www.holidayfrancedirect.co.uk/holiday-rentals/NM005349/index.htm
